Assessment_Date,Address,Building_Alarm_System,Building_Sprinklered,Fire_Extinguishers,LatLong,Latitude,Longitude
2024-02-21,92 Commerce Park Drive,No,Yes,No,"(44.3250793, -79.6871339)",44.3250793,-79.6871339
2024-02-24,125 Dunlop street east,No,No,Yes,"(43.87806022857143, -78.9397831867347)",43.87806022857143,-78.9397831867347
2024-02-23,139 Dunlop street east ,No,No,Yes,"(44.38913945, -79.68590864509602)",44.38913945,-79.68590864509602
2024-02-23,10 ross,No,No,Yes,"(37.83136386732063, -92.19773926192514)",37.83136386732063,-92.19773926192514
2024-02-26,112 Commerce Park Dr,No,Yes,Yes,"(43.97731144660337, -75.94038745106272)",43.97731144660337,-75.94038745106272
2024-02-26,490 Mapleview Dr W,No,No,Yes,"(44.326733399999995, -79.7256915636593)",44.326733399999995,-79.7256915636593
2024-02-26,502 Bayfield ,Yes,No,Yes,"(46.6702339, -90.90128557525787)",46.6702339,-90.90128557525787
2024-02-27,226 Essa Rd,No,No,Yes,"(44.35800526030061, -79.69791355991298)",44.35800526030061,-79.69791355991298
2024-02-27,85 Patterson Rd,No,No,Yes,"(44.916684599999996, -74.96558879999998)",44.916684599999996,-74.96558879999998
2024-02-28,401 Bayfield Street,Yes,No,Yes,"(44.40772682444865, -79.70592209236662)",44.40772682444865,-79.70592209236662
2024-02-28,407 Bayfield,Yes,No,Yes,"(44.4083378, -79.70583403744348)",44.4083378,-79.70583403744348
2024-03-01,468 Bayfield st,No,No,Yes,"(44.942733153078166, -93.06884456513347)",44.942733153078166,-93.06884456513347
2024-03-01,107 Dunlop St. W,No,No,Yes,"(39.63570884973143, -80.86238990324836)",39.63570884973143,-80.86238990324836
2024-03-01,506 Bayfield st,No,No,Yes,"(44.413747750177386, -79.71156944614425)",44.413747750177386,-79.71156944614425
2024-03-04,28 Dunlop street East,Yes,No,Yes,"(44.3894032, -79.6889973)",44.3894032,-79.6889973
2024-03-04,40 Dunlop street east ,Yes,No,Yes,"(44.38938956818182, -79.68858925454546)",44.38938956818182,-79.68858925454546
2024-03-04,400 Bayview,No,Yes,Yes,"(43.1927135, -77.5416399)",43.1927135,-77.5416399
2024-03-04,400 bayview,No,Yes,Yes,"(43.1927135, -77.5416399)",43.1927135,-77.5416399
2024-03-04,397 Bayfield St,No,No,Yes,"(44.4072901, -79.7050632)",44.4072901,-79.7050632
2024-03-04,397 Bayfield St,Yes,Yes,Yes,"(44.4072901, -79.7050632)",44.4072901,-79.7050632
2024-03-04,405 Bayfield St,No,No,Yes,"(44.94251421450011, -93.071613951534)",44.94251421450011,-93.071613951534
2024-03-05,34 Cedar point drive,No,No,Yes,"(40.6857408, -73.2894839529028)",40.6857408,-73.2894839529028
2024-03-05,38 ferndale drive north,Yes,No,Yes,"(44.37092893021838, -79.7158963669631)",44.37092893021838,-79.7158963669631
2024-03-05,168 Dunlop st,No,No,Yes,"(44.31969731896552, -78.31083038965518)",44.31969731896552,-78.31083038965518
2024-03-05,19 Ross st ,No,No,Yes,"(-45.8710361, 170.3532592)",-45.8710361,170.3532592
2024-03-05,34 ross,No,No,Yes,"(37.83126746928253, -92.19752404770054)",37.83126746928253,-92.19752404770054
2024-03-05,49 Mary ,No,No,Yes,"(46.6178822, 4.5007024)",46.6178822,4.5007024
2024-03-06,170 Prince William Way,No,Yes,Yes,"(44.3528905, -79.6115102)",44.3528905,-79.6115102
2024-03-06,170 Prince William way,No,Yes,No,"(44.3528905, -79.6115102)",44.3528905,-79.6115102
2024-03-06,355 Bayfield,No,No,Yes,"(45.623659254832965, -61.71710188354317)",45.623659254832965,-61.71710188354317
2024-03-05,355 Bayfield,No,No,Yes,"(45.623659254832965, -61.71710188354317)",45.623659254832965,-61.71710188354317
2024-03-06,27 Mapleview dr w ,Yes,No,Yes,"(44.33241825, -79.68518336579035)",44.33241825,-79.68518336579035
2024-03-06,33 Mapleview dr,No,Yes,Yes,"(43.2319295, -76.21363055131579)",43.2319295,-76.21363055131579
2024-03-06,490 Mapleview west,No,No,Yes,"(44.326733399999995, -79.7256915636593)",44.326733399999995,-79.7256915636593
2024-03-07,157 Essa ,No,No,No,"(44.2873412, -79.8811188)",44.2873412,-79.8811188
2024-03-11,649  street ,No,No,Yes,"(37.78656015, -122.40104841382907)",37.78656015,-122.40104841382907
2024-03-11,649 Yonge st,No,No,Yes,"(44.35664, -79.6449606)",44.35664,-79.6449606
2024-03-11,649 Yonge street,No,Yes,Yes,"(43.667944, -79.385698)",43.667944,-79.385698
2024-03-12,26 Lenox ,No,No,No,"(42.2771774, -71.83297496921132)",42.2771774,-71.83297496921132
2024-03-05,26 Lennox Dr,No,No,No,"(53.6685114, -1.5321776551316337)",53.6685114,-1.5321776551316337
2024-03-12,29 Lennox Dr,No,No,No,"(53.6681416, -1.5325941999999988)",53.6681416,-1.5325941999999988
2024-03-12,137 Dunlop St East,Yes,No,Yes,"(44.3891364, -79.68599299828901)",44.3891364,-79.68599299828901
2024-03-12,490 Mapleview Dr. W.,No,No,Yes,"(44.326733399999995, -79.7256915636593)",44.326733399999995,-79.7256915636593
2024-03-15,87 Patterson Road,No,No,Yes,"(44.3644767, -79.7072634)",44.3644767,-79.7072634
2024-03-16,61 Bryne Dr.,Yes,Yes,Yes,"(44.35710425, -79.69378230945472)",44.35710425,-79.69378230945472
2024-03-18,26 morrow rd,No,No,No,"(44.3900982760162, -75.97582149884643)",44.3900982760162,-75.97582149884643
2024-03-18,500 Huronia Rd ,Yes,Yes,Yes,"(44.34666224200392, -79.66399514145174)",44.34666224200392,-79.66399514145174
2024-03-18,500 Huronia Rd,Yes,Yes,Yes,"(44.34666224200392, -79.66399514145174)",44.34666224200392,-79.66399514145174
2024-03-19,47 Dunlop East,No,No,Yes,"(44.38916519310345, -79.68878711724138)",44.38916519310345,-79.68878711724138
2024-03-21,15 morrow rd,No,No,Yes,"(44.39033818796938, -75.97527980408395)",44.39033818796938,-75.97527980408395
2024-03-21,15 Morrow Rd,Yes,Yes,Yes,"(44.39033818796938, -75.97527980408395)",44.39033818796938,-75.97527980408395
2024-03-23,237 Mapleview dr east ,No,Yes,Yes,"(44.3404078, -79.6625613)",44.3404078,-79.6625613
2024-03-23,411 Huronia rd ,No,No,Yes,"(44.3526529, -79.664045)",44.3526529,-79.664045
2024-03-25,418 Blake st,No,No,Yes,"(44.39949769594113, -79.6509579339997)",44.39949769594113,-79.6509579339997
2024-03-25,380 Mapleview Dr W,Yes,Yes,Yes,"(44.32857477105783, -79.7158002699878)",44.32857477105783,-79.7158002699878
2024-03-26,158 Essa road,No,No,Yes,"(44.36758940336779, -79.6950028372734)",44.36758940336779,-79.6950028372734
2024-03-26,555 Mapleview ,No,Yes,Yes,"(42.9434559, -78.7699023)",42.9434559,-78.7699023
2024-03-26,555 Mapleview,No,Yes,Yes,"(42.9434559, -78.7699023)",42.9434559,-78.7699023
2024-03-26,91 Paterson road,Yes,No,Yes,"(41.18871076794664, -74.3769723327971)",41.18871076794664,-74.3769723327971
2024-03-26,555 Mapleview,Yes,Yes,Yes,"(42.9434559, -78.7699023)",42.9434559,-78.7699023
2024-03-26,225 Mapleview dr.,Yes,Yes,Yes,"(46.23338974431283, -60.26348613200638)",46.23338974431283,-60.26348613200638
2024-03-05,555 Mapleview Drive West,No,Yes,Yes,"(39.26809373469388, -80.3704441632653)",39.26809373469388,-80.3704441632653
2024-03-11,555 Mapleview Drive West,No,Yes,Yes,"(39.26809373469388, -80.3704441632653)",39.26809373469388,-80.3704441632653
2024-03-05,555 Mapleview Drive West,No,Yes,No,"(39.26809373469388, -80.3704441632653)",39.26809373469388,-80.3704441632653
2024-03-27,170 Prince William Way,Yes,Yes,Yes,"(44.3528905, -79.6115102)",44.3528905,-79.6115102
2024-03-28,170 Prince William Way,No,Yes,Yes,"(44.3528905, -79.6115102)",44.3528905,-79.6115102
2024-03-28,71 Bryne drive,Yes,Yes,Yes,"(44.35580895, -79.69284917510973)",44.35580895,-79.69284917510973
2024-03-28,11 Essa Rd  Salvation Army Thrift Store,No,No,Yes,"(44.3743756, -79.6909243)",44.3743756,-79.6909243
2024-03-28,8 Essa Rd,No,No,Yes,"(50.4077951, -4.212365323637453)",50.4077951,-4.212365323637453
2024-03-28,44 Dunlop Street,No,No,No,"(-33.7790679, 151.0687179)",-33.7790679,151.0687179
2024-03-28,418 Blake st,No,No,Yes,"(44.39949769594113, -79.6509579339997)",44.39949769594113,-79.6509579339997
2024-04-01,237 Mapleview dr east ,No,Yes,Yes,"(44.3404078, -79.6625613)",44.3404078,-79.6625613
2024-03-30,19 Mapleview Drive West,No,No,Yes,"(44.3339721, -79.6859247)",44.3339721,-79.6859247
2024-03-30,10 Mapleview Drive West,No,No,Yes,"(44.33519655882353, -79.68661960588236)",44.33519655882353,-79.68661960588236
2024-04-04,1 ferndale north,No,No,Yes,"(54.785698, -1.5201804499999938)",54.785698,-1.5201804499999938
2024-04-04,68 Maple,No,No,No,"(53.167269399999995, -1.0643106034315075)",53.167269399999995,-1.0643106034315075
2024-04-04,30 Anne St. South,No,No,Yes,"(53.341038600000005, -6.259887919642856)",53.341038600000005,-6.259887919642856
2024-04-04,5 ferndale drive,No,No,Yes,"(40.87132015, -74.37563428259588)",40.87132015,-74.37563428259588
2024-04-04,62 Maple,No,No,No,"(51.18346665, -2.2355946378808866)",51.18346665,-2.2355946378808866
2024-04-04,56 Dunlop St E,No,No,Yes,"(44.38939944285714, -79.68816612857142)",44.38939944285714,-79.68816612857142
2024-04-04,82 Dunlop St E,No,Yes,Yes,"(44.38940893076923, -79.68709548076923)",44.38940893076923,-79.68709548076923
2024-04-04,68 Dunlop St E ,No,No,Yes,"(44.38940545, -79.687562425)",44.38940545,-79.687562425
2024-04-04,70 Dunlop St E,No,No,Yes,"(44.3894052, -79.68749464999999)",44.3894052,-79.68749464999999
2024-04-04,88 Dunlop St W,No,No,Yes,"(44.3880407, -79.6933599)",44.3880407,-79.6933599
2024-04-05,490 Mapleview Dr W,No,No,Yes,"(44.326733399999995, -79.7256915636593)",44.326733399999995,-79.7256915636593
2024-04-08,179 live eight way,No,No,Yes,"(44.3376056, -79.6794987)",44.3376056,-79.6794987
2024-04-10,565 Yonge st,No,No,Yes,"(44.7458119, -79.8854907)",44.7458119,-79.8854907
2024-04-11,565 Yonge st,No,No,Yes,"(44.7458119, -79.8854907)",44.7458119,-79.8854907
2024-04-11,28 Essa rd,No,No,No,"(44.3735497, -79.6907866)",44.3735497,-79.6907866
2024-04-04,38 Ferndale dr north,No,No,Yes,"(44.37092893021838, -79.7158963669631)",44.37092893021838,-79.7158963669631
2024-04-11,42 Ferndale dr n,No,No,Yes,"(44.37116154882401, -79.7160977968277)",44.37116154882401,-79.7160977968277
2024-04-11,420 Essa ,No,No,Yes,"(44.280155, -79.905896)",44.280155,-79.905896
2024-04-11,420 Essa rd ,No,No,Yes,"(44.34708545, -79.70312692716033)",44.34708545,-79.70312692716033
2024-04-11,5 bell farm rd ,No,Yes,No,"(44.4072067, -79.6849559)",44.4072067,-79.6849559
2024-04-11,159 Live eight way,No,No,Yes,"(44.338968, -79.6802773)",44.338968,-79.6802773
2024-04-11,149 Live eight way,Yes,Yes,Yes,"(44.3390974, -79.6803018)",44.3390974,-79.6803018
2024-04-12,64 Dunlop St E ,No,No,Yes,"(44.3894039, -79.6879835)",44.3894039,-79.6879835
2024-04-12,80 Mary St,No,No,No,"(43.6172055, -81.5425696)",43.6172055,-81.5425696
2024-04-13,410 Essa Rd,No,No,Yes,"(44.347731100000004, -79.70300037561006)",44.347731100000004,-79.70300037561006
2024-04-15,454 Bayfield st,No,No,Yes,"(44.4104798, -79.7093677)",44.4104798,-79.7093677
2024-04-15,454 Bayfield st.,No,No,Yes,"(44.4104798, -79.7093677)",44.4104798,-79.7093677
2024-04-15,454  Bayfield st ,No,No,Yes,"(44.4104798, -79.7093677)",44.4104798,-79.7093677
2024-04-15,175 Essa Rd,Yes,No,Yes,"(44.3665920076625, -79.69613368092644)",44.3665920076625,-79.69613368092644
2024-04-15,556 Bryne ,No,No,No,"(44.327525266223105, -79.6882799419939)",44.327525266223105,-79.6882799419939
2024-04-15,79 Dunlop St W.,No,No,Yes,"(44.387941525, -79.6928762375)",44.387941525,-79.6928762375
2024-04-15,112 commerce park dr,No,No,No,"(43.97731144660337, -75.94038745106272)",43.97731144660337,-75.94038745106272
2024-04-15,25 Dunlop St W.,No,No,Yes,"(44.38886213333333, -79.69074473333333)",44.38886213333333,-79.69074473333333
2024-04-15,13 Dunlop St W,No,No,No,"(44.38897006666667, -79.69048566666667)",44.38897006666667,-79.69048566666667
2024-04-15,180 Innisfil street ,No,No,Yes,"(44.3763232, -79.6963131)",44.3763232,-79.6963131
2024-04-15,52 Bayfield St,Yes,Yes,Yes,"(44.608579166666665, -80.58982565555554)",44.608579166666665,-80.58982565555554
2024-04-16,420 Essa,No,No,Yes,"(44.280155, -79.905896)",44.280155,-79.905896
2024-04-16,48 Alliance Blvd ,No,No,Yes,"(44.4113392, -79.68011)",44.4113392,-79.68011
2024-04-16,48 alliance blvd ,No,No,Yes,"(44.4113392, -79.68011)",44.4113392,-79.68011
2024-04-16,48 alliance blvd,No,No,Yes,"(44.4113392, -79.68011)",44.4113392,-79.68011
2024-04-16,375 Mapleview Dr W,No,No,Yes,"(44.328344200000004, -79.71535695)",44.328344200000004,-79.71535695
2024-04-16,565 Yonge st,No,No,No,"(44.7458119, -79.8854907)",44.7458119,-79.8854907
2024-04-16,505 Bryne Dr,No,No,Yes,"(44.33172185806353, -79.68908901241066)",44.33172185806353,-79.68908901241066
2024-04-16,550 Bryne,No,No,Yes,"(44.32797536555777, -79.68847545498471)",44.32797536555777,-79.68847545498471
2024-04-16,550 Bryne Dr,No,No,Yes,"(44.32797536555777, -79.68847545498471)",44.32797536555777,-79.68847545498471
2024-04-17,80 Dunlop st east,No,Yes,Yes,"(44.38940795384615, -79.68715795384615)",44.38940795384615,-79.68715795384615
2024-04-17,347 Bayfield ,No,No,Yes,"(44.4032693, -79.7020115)",44.4032693,-79.7020115
2024-04-18,53 Bayfield Street,No,No,Yes,"(44.390214, -79.6907788)",44.390214,-79.6907788
2024-04-18,5 Collier St. ,No,No,Yes,"(51.5942134, -2.9895190501350557)",51.5942134,-2.9895190501350557
2024-04-18,21 Essa Rd,No,No,Yes,"(44.1612218, -79.8799038)",44.1612218,-79.8799038
2024-04-18,192 Essa Road,No,No,Yes,"(44.36546680771293, -79.69651408851358)",44.36546680771293,-79.69651408851358
2024-04-18,27 Mapleview dr west,No,No,No,"(44.33241825, -79.68518336579035)",44.33241825,-79.68518336579035
2024-04-18,33 Mapleview Drive West,No,No,No,"(44.3339249, -79.6883674)",44.3339249,-79.6883674
2024-04-18,490 Mapleview Drive West ,No,No,No,"(44.326733399999995, -79.7256915636593)",44.326733399999995,-79.7256915636593
2024-04-23,364 St Vincent street,No,Yes,Yes,"(44.4070845, -79.685262)",44.4070845,-79.685262
2024-04-23,364 st Vincent street,No,Yes,Yes,"(44.4070845, -79.685262)",44.4070845,-79.685262
2024-04-23,160 saunders,No,Yes,Yes,"(42.188461000000004, -71.21204884646892)",42.188461000000004,-71.21204884646892
2024-04-23,160 saunders ,No,Yes,Yes,"(42.188461000000004, -71.21204884646892)",42.188461000000004,-71.21204884646892
2024-04-23,411 Huronia rd,No,No,No,"(44.3526529, -79.664045)",44.3526529,-79.664045
2024-04-24,18 cundles rd e,No,No,Yes,"(44.4058609, -79.7021677)",44.4058609,-79.7021677
2024-04-25,410 ESSA rd,No,No,Yes,"(44.347731100000004, -79.70300037561006)",44.347731100000004,-79.70300037561006
2024-04-26,129 Dunlop St E,No,No,Yes,"(43.878064342857144, -78.93976614795919)",43.878064342857144,-78.93976614795919
2024-04-26,31 Dunlop St E,Yes,Yes,Yes,"(44.3890032, -79.6891316076916)",44.3890032,-79.6891316076916
2024-04-26,102 Byrne Drive ,No,No,No,"(40.11850415186247, -75.50818725787965)",40.11850415186247,-75.50818725787965
2024-04-26,26 Lennox Drive,No,No,No,"(53.6685114, -1.5321776551316337)",53.6685114,-1.5321776551316337
2024-04-26,29 Lennox Drive ,No,No,No,"(53.6681416, -1.5325941999999988)",53.6681416,-1.5325941999999988
2024-04-26,133 Dunlop Street East,No,No,No,"(44.3891571, -79.6861061)",44.3891571,-79.6861061
2024-04-26,137 Dunlop Street East,No,No,No,"(44.3891364, -79.68599299828901)",44.3891364,-79.68599299828901
2024-04-29,1 ferndale dr n,No,No,Yes,"(44.3694172, -79.7143467)",44.3694172,-79.7143467
2024-04-30,18 cundles east,No,No,Yes,"(44.4058609, -79.7021677)",44.4058609,-79.7021677
2024-05-02,29 Bradford st,No,No,Yes,"(42.6605648, -73.76862490951305)",42.6605648,-73.76862490951305
2024-05-06,49 Essa rd,Yes,No,Yes,"(44.3728749, -79.6916903)",44.3728749,-79.6916903
2024-04-30,22 Commerce Park Drive,No,Yes,Yes,"(44.32981375917598, -79.68592209118268)",44.32981375917598,-79.68592209118268
2024-04-30,22 Commerce Park Drive,No,Yes,No,"(44.32981375917598, -79.68592209118268)",44.32981375917598,-79.68592209118268
2024-04-30,22 commerce park drive,No,Yes,Yes,"(44.32981375917598, -79.68592209118268)",44.32981375917598,-79.68592209118268
2024-05-06,81 Patterson Rd,No,No,No,"(43.6521357, -70.8203671)",43.6521357,-70.8203671
2024-05-06,73 Patterson ,No,No,No,"(41.4392815, -73.606932)",41.4392815,-73.606932
2024-05-07,500 Huronia Road,No,No,No,"(44.34666224200392, -79.66399514145174)",44.34666224200392,-79.66399514145174
2024-05-07,500 Huronia road,No,No,No,"(44.34666224200392, -79.66399514145174)",44.34666224200392,-79.66399514145174
2024-05-11,8 EssaRd,No,No,No,"(48.04479155, 0.347829151030836)",48.04479155,0.347829151030836
2024-05-13,150 park place,Yes,No,Yes,"(42.922816, -76.5765243)",42.922816,-76.5765243
2024-05-13,130 Bayview dr,Yes,No,Yes,"(45.4880877, -76.0726602)",45.4880877,-76.0726602
2024-05-13,140 parkplace blvd,Yes,No,Yes,"(14.3919737, 120.9344849)",14.3919737,120.9344849
2024-05-15,45 Bradford street ,No,No,Yes,"(-45.8764307, 170.4695295)",-45.8764307,170.4695295
2024-05-16,112 Commerce Park,No,No,No,"(41.68664517077324, -70.01580958029821)",41.68664517077324,-70.01580958029821
2024-05-29,110 Saunders ,No,Yes,Yes,"(43.5608917, -73.4081541)",43.5608917,-73.4081541
2024-05-22,505 Bryne,No,No,No,"(58.6933262, 5.6429034)",58.6933262,5.6429034
2024-05-23,505 Bryne,No,No,No,"(58.6933262, 5.6429034)",58.6933262,5.6429034
2024-05-24,505 Bryne,No,No,No,"(58.6933262, 5.6429034)",58.6933262,5.6429034
2024-05-23,375 Mapleview W,No,No,No,"(44.328344200000004, -79.71535695)",44.328344200000004,-79.71535695
2021-09-21,75 Carol Road,Yes,No,Yes,"(44.3615909, -79.6866001)",44.3615909,-79.6866001
2021-09-21,125 Bayfield Street,Yes,Yes,Yes,"(44.39268985, -79.69263165000001)",44.39268985,-79.69263165000001
2021-09-22,500 Mapleview Drive W,Yes,Yes,Yes,"(39.267919, -80.370387)",39.267919,-80.370387
2021-09-24,1 Bernick dr,Yes,Yes,Yes,"(44.4090576, -79.6737263)",44.4090576,-79.6737263
2021-09-27,15 cheltenham road ,Yes,No,Yes,"(52.08514745, -1.9508379000000007)",52.08514745,-1.9508379000000007
2021-09-27,10 coulter street,Yes,No,Yes,"(44.4030432, -79.7077497)",44.4030432,-79.7077497
2021-09-28,414 Blake st,Yes,Yes,Yes,"(44.39940870318093, -79.65118151498743)",44.39940870318093,-79.65118151498743
2021-09-29,200 Collier Street,Yes,Yes,Yes,"(44.3915158, -79.6773041)",44.3915158,-79.6773041
2021-09-29,114 Anne st,Yes,Yes,Yes,"(43.1632563, -81.85395)",43.1632563,-81.85395
2021-09-30,17 Blake St. ,Yes,Yes,Yes,"(44.391698, -79.6760139)",44.391698,-79.6760139
2021-09-30,54 Koda street,Yes,Yes,Yes,"(-27.1599765, 152.9876852)",-27.1599765,152.9876852
2021-09-30,329 Blake St,Yes,Yes,Yes,"(44.3972499, -79.6564381)",44.3972499,-79.6564381
2021-10-04,43 Ferndale Drive,Yes,Yes,Yes,"(42.7859669, -78.739678)",42.7859669,-78.739678
2021-10-04,5 Chef Lane,Yes,Yes,Yes,"(53.522363049999996, -1.6374715906190436)",53.522363049999996,-1.6374715906190436
2021-10-04,12 Heather Street,Yes,Yes,Yes,"(39.981713400000004, -74.56735696957455)",39.981713400000004,-74.56735696957455
2021-10-05,45 Ferndale,Yes,Yes,Yes,"(52.44630065, -9.0435181)",52.44630065,-9.0435181
2021-10-05,95 Clapperton st ,Yes,No,Yes,"(44.39411031, -79.69118848000001)",44.39411031,-79.69118848000001
2021-10-05,300 Essa,Yes,Yes,Yes,"(44.2801039, -79.840661)",44.2801039,-79.840661
2021-10-06,20 Koda,Yes,Yes,Yes,"(35.21206383601623, -82.75397336493916)",35.21206383601623,-82.75397336493916
2021-10-06,13 Cheltenham,Yes,Yes,Yes,"(51.94295245, -2.06317075)",51.94295245,-2.06317075
2021-10-06,291 Blake st,Yes,Yes,Yes,"(44.39632728982953, -79.65892196621891)",44.39632728982953,-79.65892196621891
2021-10-07,76 Ardagh ,Yes,No,Yes,"(43.657032, -79.48198337041336)",43.657032,-79.48198337041336
2021-10-07,17 Cheltenham,Yes,Yes,Yes,"(51.886205700000005, -2.091096707754012)",51.886205700000005,-2.091096707754012
2021-10-07,750 Big Bay Point,Yes,Yes,Yes,"(47.8542323, -89.9315422)",47.8542323,-89.9315422
2021-10-12,75 Amelia st,Yes,Yes,Yes,"(43.24613936666667, -79.88744096296297)",43.24613936666667,-79.88744096296297
2021-10-12,1 Blake st,Yes,Yes,Yes,"(-40.2999062, 176.6116517)",-40.2999062,176.6116517
2021-10-14,7 Vancouver St,Yes,Yes,Yes,"(43.8514933, -66.1152594)",43.8514933,-66.1152594
2021-10-18,126 bell farm road,Yes,No,Yes,"(44.41095853758146, -79.67577350720276)",44.41095853758146,-79.67577350720276
2021-10-18,39 Ferndale Dr.,Yes,Yes,Yes,"(42.7858752, -78.7401871)",42.7858752,-78.7401871
2021-10-18,108 Collier,Yes,Yes,Yes,"(39.80014585, -89.69545525610016)",39.80014585,-89.69545525610016
2021-10-18,34 Johnson st,Yes,No,Yes,"(44.2283699, -76.4818045)",44.2283699,-76.4818045
2021-10-20,151 Steel Street,Yes,No,Yes,"(44.40135, -79.6595497)",44.40135,-79.6595497
2021-10-20,62 Little,Yes,No,Yes,"(-25.0813889, 27.9286111)",-25.0813889,27.9286111
2021-10-21,5 Greenwich St.,Yes,Yes,Yes,"(42.2272355, -78.032792)",42.2272355,-78.032792
2021-10-21,6 bayfield st,Yes,Yes,Yes,"(44.3883695, -79.6895547)",44.3883695,-79.6895547
2021-10-22,66 carol road,Yes,No,Yes,"(42.284342699999996, -71.2622194973752)",42.284342699999996,-71.2622194973752
2021-10-27,2104 Line 6 North,Yes,Yes,Yes,"(44.650002, -79.6997286)",44.650002,-79.6997286
2021-10-25,96 Anne street,No,No,Yes,"(43.248326000000006, -79.0813038625)",43.248326000000006,-79.0813038625
2021-10-26,259 Dunlop St. ,Yes,Yes,Yes,"(43.87819805714286, -78.9392123877551)",43.87819805714286,-78.9392123877551
2021-10-28,147 Steel St.,Yes,No,Yes,"(44.4015191, -79.6613254)",44.4015191,-79.6613254
2021-10-28,7 greenwich,Yes,Yes,Yes,"(51.48181255, -0.0090137)",51.48181255,-0.0090137
2021-10-29,108 burton avenue,Yes,No,Yes,"(44.3710071, -79.684785)",44.3710071,-79.684785
2021-10-29,240 Steel St.,Yes,No,Yes,"(41.65168854285714, -83.5116068)",41.65168854285714,-83.5116068
2021-11-01,90 Edgehill Drive,Yes,Yes,Yes,"(44.38835885, -79.70926033100281)",44.38835885,-79.70926033100281
2021-11-01,111 Sanford Street,Yes,No,Yes,"(44.3769634, -79.6948639)",44.3769634,-79.6948639
2021-11-02,29 queen street barrie,Yes,No,Yes,"(44.396997981335666, -79.68328649023296)",44.396997981335666,-79.68328649023296
2021-11-02,96 Ross Street,Yes,Yes,Yes,"(44.3912207, -79.6997503)",44.3912207,-79.6997503
2021-11-02,49 coulter st ,Yes,Yes,Yes,"(44.40011615, -79.70513761454545)",44.40011615,-79.70513761454545
2021-11-04,73 Carol rd,Yes,No,Yes,"(29.3323901, -81.0658301)",29.3323901,-81.0658301
2021-11-05,236 Tiffin street,No,No,Yes,"(44.371698246290606, -79.70417932486379)",44.371698246290606,-79.70417932486379
2021-11-09,135 Wellington ,Yes,Yes,Yes,"(30.72428584182711, -95.05403240289802)",30.72428584182711,-95.05403240289802
2021-11-09,15 Vancouver ,Yes,Yes,Yes,"(49.2005348, -123.1361459)",49.2005348,-123.1361459
2021-11-10,143 Edgehill Drive,Yes,No,Yes,"(45.381043944295335, -63.2066005395304)",45.381043944295335,-63.2066005395304
2021-11-11,155 Edgehill Dr,Yes,No,Yes,"(44.3838256, -79.7138752)",44.3838256,-79.7138752
2021-11-11,131 Edgehill Dr,Yes,No,Yes,"(44.3847382, -79.7118505)",44.3847382,-79.7118505
2021-11-11,302 Essa rd,Yes,Yes,Yes,"(44.35447046361941, -79.69923836567207)",44.35447046361941,-79.69923836567207
2021-11-15,141 edghill drive,Yes,No,Yes,"(10.6891695, -61.5755625)",10.6891695,-61.5755625
2021-11-15,278 St Vincent street,Yes,No,Yes,"(44.4038627, -79.6825311)",44.4038627,-79.6825311
2021-11-15,171 Edgehill ,Yes,No,Yes,"(45.48793015, -73.61009449717196)",45.48793015,-73.61009449717196
2021-11-15,225 kozlov,Yes,Yes,Yes,"(44.4122573, -79.7164067)",44.4122573,-79.7164067
2021-11-16,51 Blake St.,Yes,No,Yes,"(43.2458801, -79.8390599)",43.2458801,-79.8390599
2021-11-16,42 Ferndale,Yes,Yes,Yes,"(52.446471200000005, -9.043344599999998)",52.446471200000005,-9.043344599999998
2021-11-16,163 Edgehill Drive,Yes,No,Yes,"(44.383666659999996, -79.7142458)",44.383666659999996,-79.7142458
2021-11-16,179 Edgehill Drive,Yes,No,Yes,"(44.3832185, -79.7152966)",44.3832185,-79.7152966
2021-11-17,496 Young st.,Yes,No,Yes,"(32.548263894501176, -94.38332035206443)",32.548263894501176,-94.38332035206443
2021-11-18,12 royal parkside drive,Yes,No,Yes,"(44.36348663076923, -79.62324113846154)",44.36348663076923,-79.62324113846154
2021-11-18,304 Essa,Yes,Yes,Yes,"(44.2938959, -79.897495)",44.2938959,-79.897495
2021-11-18,159 Edgehill,Yes,No,Yes,"(44.3837787, -79.7139831)",44.3837787,-79.7139831
2021-11-18,40 Ferndale Rd S,Yes,Yes,Yes,"(50.9502736, -0.12279507966320685)",50.9502736,-0.12279507966320685
2021-11-22,33 Ellen St.,Yes,Yes,Yes,"(53.7284377, -2.66290985)",53.7284377,-2.66290985
2021-11-22,339 Essa Road,Yes,Yes,Yes,"(44.3515709, -79.7002093)",44.3515709,-79.7002093
2021-11-23,151 Edgehill,Yes,No,Yes,"(42.179129, -71.18666490000001)",42.179129,-71.18666490000001
2021-11-23,44 Ferndale,Yes,Yes,Yes,"(52.44634635, -9.04345895)",52.44634635,-9.04345895
2021-11-23,167 Edgehill Drive,Yes,No,Yes,"(44.38355462, -79.7145085)",44.38355462,-79.7145085
2021-11-23,55 Blake Street,Yes,No,Yes,"(-41.6312532, 171.8724368)",-41.6312532,171.8724368
2021-11-23,37 Ellen Street,Yes,Yes,Yes,"(45.5272697, -79.3159414)",45.5272697,-79.3159414
2021-11-23,86 Wellington St East,Yes,No,Yes,"(44.39625265, -79.68866895)",44.39625265,-79.68866895
